
 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
 722020:12839 | 2013 |     4 |  24 |                    28.9 |                       0 |                   24.35 |             57.27917 |             57.27917
 722020:12839 | 2013 |     4 |  23 |                    28.9 |                       0 |                  23.225 |             59.87083 |             59.87083
 722020:12839 | 2013 |     4 |  22 |                    26.7 |                       0 |                23.75417 |             61.99167 |             61.99167
 722020:12839 | 2013 |     4 |  21 |                    29.4 |                       0 |                 24.2625 |               62.325 |               62.325
 722020:12839 | 2013 |     4 |  20 |                    31.7 |                       0 |                 26.2625 |             62.61667 |             62.61667
 722020:12839 | 2013 |     4 |  19 |                    30.6 |                       0 |                 26.4125 |             62.25833 |             62.25833
 722020:12839 | 2013 |     4 |  18 |                      30 |                       0 |                  25.925 |              61.3375 |              61.3375
 722020:12839 | 2013 |     4 |  17 |                    29.4 |                       0 |                 25.8625 |             62.07083 |             62.07083
 722020:12839 | 2013 |     4 |  16 |                    31.1 |                       0 |                25.62917 |             62.27917 |             62.27917
 722020:12839 | 2013 |     4 |  15 |                    28.3 |                       0 |                25.52083 |                 63.8 |                 63.8
 722020:12839 | 2013 |     4 |  14 |                    29.4 |                       0 |                25.92917 |              63.0125 |              63.0125
 722020:12839 | 2013 |     4 |  13 |                      30 |                       0 |                25.32083 |              63.2375 |              63.2375
 722020:12839 | 2013 |     4 |  12 |                    31.1 |                       0 |                26.32917 |             63.49167 |             63.49167
 722020:12839 | 2013 |     4 |  11 |                    28.3 |                       0 |                 25.0125 |             62.07917 |             62.07917
 722020:12839 | 2013 |     4 |  10 |                    28.9 |                       0 |                24.48333 |               60.675 |               60.675
 722020:12839 | 2013 |     4 |   9 |                    28.3 |                       0 |                23.51667 |               58.325 |               58.325
 722020:12839 | 2013 |     4 |   8 |                    26.7 |                       0 |                  22.675 |             56.65417 |             56.65417
 722020:12839 | 2013 |     4 |   7 |                    26.7 |                       0 |                22.24583 |              57.1375 |              57.1375
 722020:12839 | 2013 |     4 |   6 |                    26.7 |                       0 |                19.66667 |             56.55833 |             56.55833
